Start Node,Algorithm,Suggested Products,Time to Suggest
23801,RFS,|23803||23802||54126||29290||26890||116873||116871||29669||29667||26892|||,0.0
24201,BFS,|85250||59297||69994||109971||130922||54747||94954||120281||54745||51417|||,0.05003619194030762
24201,DFS,|85250||59297||69994||109971||130922||94954||120281||54747||96775||127392|||,0.04703545570373535
24201,RFS,|85250||59297||69994||130922||109971||54747||120281||94954||54745||51417|||,0.046030521392822266
24401,BFS,|90629||70979||95275||97656||70980||70982||68035||34172||68033||134838|||,0.007004499435424805
24401,DFS,|90629||95275||70979||97656||68035||70982||70980||68033||134838||34172|||,0.005003690719604492
24401,RFS,|90629||95275||70979||97656||70980||70982||68035||34172||134838||68033|||,0.008008718490600586
24601,BFS,|58870||45257||54959||63191||48648||32697||62454||54956||63192||48651|||,0.001998424530029297
24601,DFS,|58870||45257||54959||63191||48648||32697||63192||48651||67052||87893|||,0.002002239227294922
24601,RFS,|58870||45257||54959||63191||48648||54956||62454||32697||48651||63192|||,0.003001689910888672
24801,BFS,|25463||29922||76902||69940||36173||33290||95703||36175||33107||42093|||,0.021014928817749023
24801,DFS,|29922||25463||76902||69940||36173||33290||95703||42090||42093||36175|||,0.018032550811767578
24801,RFS,|29922||25463||76902||69940||36173||33290||95703||36175||42093||42090|||,0.026999473571777344
25201,BFS,|31712||64973||6261||43820||8793||31708||18345||56228||13024||31711|||,0.08305692672729492
25201,DFS,|6261||8793||18345||115428||25862||26828||16005||77167||116014||39549|||,0.05804276466369629
25201,RFS,|31712||64973||6261||43820||8793||31708||18345||56228||13024||31711|||,0.0790560245513916
25401,BFS,|27475||17820||35388||28087||27476||27477||35387||25402||35385||43510|||,0.0010013580322265625
25401,DFS,|27475||17820||27477||27476||28087||35388||25402||35387||43510||35385|||,0.0009982585906982422
25401,RFS,|27475||17820||27477||28087||27476||35388||35387||25402||35385||43510|||,0.0
25601,BFS,|82957||56132||25604||41726||92851||25603||40806||45085||57667||81603|||,0.0020012855529785156
25601,DFS,|82957||56132||25604||92851||41726||40806||81603||57667||92852||25603|||,0.0010006427764892578
25601,RFS,|82957||56132||25604||41726||92851||25603||40806||45085||81603||57667|||,0.0010008811950683594
25801,BFS,|101369||74039||41092||29608||48300||104272||59773||84746||40291||53882|||,0.0240170955657959
25801,DFS,|101369||74039||41092||29608||48300||59773||104272||84746||68419||53882|||,0.025018692016601562
25801,RFS,|101369||74039||41092||29608||104272||48300||59773||84746||40291||53882|||,0.022017478942871094
26001,BFS,|36429||47320||74934||49721||50631||89942||47317||59894||56796||55978|||,0.13609695434570312
26001,DFS,|36429||47320||49721||59894||55978||56796||120580||62710||64296||67042|||,0.06404757499694824
26001,RFS,|36429||47320||74934||49721||50631||47317||59894||55978||95714||59546|||,0.10807561874389648
26201,BFS,|80216||73916||45699||59942||93627||58641||80215||63278||95317||85485|||,0.030020952224731445
26201,DFS,|80216||73916||45699||59942||93627||63278||58641||80215||95317||93626|||,0.04605269432067871
26201,RFS,|80216||73916||45699||93627||59942||58641||80215||63278||95317||85485|||,0.04903459548950195
26401,BFS,|65088||79675||79677||79678||38488||38489||126257||26967||26968||56174|||,0.0
26401,DFS,|65088||79675||79678||79677||38489||38488||126257||56174||26968||103773|||,0.0
26401,RFS,|65088||79675||79678||79677||38488||126257||38489||56174||26968||26967|||,0.0
26601,BFS,|83208||125702||90590||83209||111778||111779||129779||129781||131689||41958|||,0.0030031204223632812
26601,DFS,|83208||90590||125702||111779||111778||83209||131689||129781||129779||41958|||,0.002001523971557617
26601,RFS,|83208||90590||125702||83209||111778||111779||129779||129781||131689||41958|||,0.0030007362365722656
27001,BFS,|42846||80465||62318||53509||127673||28994||53508||115836||63880||125297|||,0.0020036697387695312
27001,DFS,|42846||62318||127673||80465||53509||63880||125297||152060||152059||152058|||,0.002012491226196289
27001,RFS,|42846||62318||80465||127673||53509||28994||115836||63880||125297||152060|||,0.0009944438934326172
27201,BFS,|42383||52052||42384||45050||64623||48164||43349||52051||44127||78690|||,0.001001119613647461
27201,DFS,|42383||52052||64623||45050||42384||48164||52051||43349||108369||111095|||,0.0010008811950683594
27201,RFS,|42383||52052||45050||42384||64623||48164||43349||52051||108369||111095|||,0.0010001659393310547
27601,BFS,|85250||35765||125605||45933||112137||51909||88989||64745||94268||77502|||,0.35625314712524414
27601,DFS,|85250||35765||45933||112137||51909||88989||94268||77502||84034||45935|||,0.22816252708435059
27601,RFS,|85250||35765||125605||45933||51909||64745||94268||77502||62282||84034|||,0.3472461700439453
27801,BFS,|32163||137729||66686||66687||98064||120870||120871||39278||125055||98065|||,0.0010006427764892578
27801,DFS,|32163||137729||66687||98064||120871||120870||66686||39278||110720||137728|||,0.001001119613647461
27801,RFS,|32163||137729||66687||66686||98064||120871||120870||39278||98066||98065|||,0.002001523971557617
28001,BFS,|80216||73916||42283||59942||93627||26899||58641||95317||80215||40259|||,0.19522452354431152
28001,DFS,|80216||73916||42283||59942||93627||26899||95317||58641||80215||93626|||,0.16374945640563965
28001,RFS,|80216||73916||42283||59942||93627||26899||58641||80215||95317||40259|||,0.16011524200439453
28201,BFS,|18106||39161||68134||14876||26363||31358||41395||41397||45213||18107|||,0.00400233268737793
28201,DFS,|18106||39161||68134||14876||41397||41395||26363||31358||45213||46473|||,0.0035033226013183594
28201,RFS,|18106||39161||68134||14876||41395||41397||26363||31358||45213||18107|||,0.004503726959228516
28401,BFS,|28402||39009||84218||39013||106464||104110||43115||56296||65541||72529|||,0.21265029907226562
28401,DFS,|28402||39009||84218||39013||106464||104110||65541||56296||129278||72529|||,0.20764732360839844
28401,RFS,|28402||39009||84218||39013||106464||104110||43115||56296||65541||72529|||,0.18112611770629883
28601,BFS,|50141||99645||98178||101697||106549||136369||81734||126678||126679||50140|||,0.000499725341796875
28601,DFS,|50141||99645||98178||101697||81734||106549||126679||126678||136369||50140|||,0.0
28601,RFS,|50141||99645||98178||101697||81734||106549||136369||126678||126679||50140|||,0.0010006427764892578
28801,BFS,|61904||84313||84314||40303||40304||37391||40305||37392||29256||57758|||,0.006004810333251953
28801,DFS,|61904||84314||84313||40303||40304||40305||37391||37392||29256||57758|||,0.005503177642822266
28801,RFS,|61904||84313||84314||40303||40304||37391||37392||40305||29256||57758|||,0.006504058837890625
29001,BFS,|84622||47491||80311||82413||82414||111761||47492||47493||56637||80310|||,0.0015065670013427734
29001,DFS,|84622||80311||47491||82413||82414||111761||82415||111762||39746||80310|||,0.0009949207305908203
29001,RFS,|84622||47491||82413||80311||82414||111761||47492||39746||47493||82415|||,0.0015015602111816406
29201,BFS,|43158||91730||125605||75741||103623||71704||94536||99282||102384||56535|||,0.17362713813781738
29201,DFS,|43158||91730||125605||75741||71704||56535||89643||51672||61716||62801|||,0.13909459114074707
29201,RFS,|43158||91730||125605||75741||103623||71704||94536||99282||102384||56535|||,0.15961790084838867
29401,BFS,|58814||82615||68068||89034||48877||50203||70336||62279||68069||75521|||,0.08055424690246582
29401,DFS,|58814||82615||68068||89034||68069||50203||70336||48877||62279||75521|||,0.0960686206817627
29401,RFS,|58814||82615||68068||89034||48877||50203||62279||70336||75521||68069|||,0.09316110610961914
29601,BFS,|61879||52248||81721||97879||52244||52245||52246||60893||52247||87727|||,0.0010044574737548828
29601,DFS,|61879||52248||81721||97879||60893||52246||52245||52244||114822||114821|||,0.0009965896606445312
29601,RFS,|61879||52248||81721||97879||52245||60893||52246||52244||52247||87727|||,0.0
29801,BFS,|120327||29803||145553||55885||29802||41556||52835||120091||120092||120093|||,0.001001119613647461
29801,DFS,|120327||29803||145553||55885||41556||120093||120092||120091||29802||52835|||,0.0010035037994384766
29801,RFS,|120327||29803||145553||55885||29802||41556||52835||120091||120093||120092|||,0.001996755599975586
30201,BFS,|40034||35927||114618||34381||34382||107747||109398||72898||127470||40032|||,0.0010006427764892578
30201,DFS,|40034||114618||35927||109398||107747||127470||34382||34381||72898||129463|||,0.001001119613647461
30201,RFS,|40034||114618||35927||107747||109398||34381||34382||127470||72898||40032|||,0.0010008811950683594
30801,BFS,|114561||82334||104801||134765||65102||83522||82336||67186||109925||125351|||,0.009003162384033203
30801,DFS,|114561||82334||104801||134765||67186||125351||82336||65102||83522||109925|||,0.012013673782348633
30801,RFS,|114561||82334||104801||134765||65102||83522||82336||67186||125351||109925|||,0.015007495880126953
31001,BFS,|29325||59926||69816||33484||41486||85250||43464||41484||82424||51402|||,0.3042151927947998
31001,DFS,|59926||69816||33484||85250||43464||82424||122043||94268||66618||33486|||,0.13409185409545898
31001,RFS,|29325||59926||69816||33484||41486||43464||63328||41484||82424||122043|||,0.24416875839233398
31201,BFS,|31202||48536||46042||50169||31204||51751||116577||79089||31203||76531|||,0.0
31201,DFS,|31202||48536||46042||116577||51751||31204||50169||79089||143786||143784|||,0.0010218620300292969
31201,RFS,|31202||48536||46042||31204||51751||50169||116577||79089||46043||143784|||,0.0009801387786865234
31401,BFS,|134202||75417||135630||70370||75416||111999||103218||103219||162295||160697|||,0.0
31401,DFS,|134202||75417||135630||111999||75416||70370||103218||162295||103219||154121|||,0.0
31401,RFS,|134202||75417||135630||75416||70370||111999||103218||103219||162295||160697|||,0.0010001659393310547
31601,BFS,|128815||126393||126392||128816||128817||31602||40892||130517||31603||74561|||,0.0
31601,DFS,|128815||126393||128816||126392||128817||40892||31602||130517||32906||31603|||,0.0010006427764892578
31601,RFS,|128815||126393||128816||126392||128817||40892||130517||31602||31603||74561|||,0.0
32001,BFS,|43268||63884||47165||54629||41290||54630||56286||32002||43269||94065|||,0.09406232833862305
32001,DFS,|43268||63884||47165||54629||41290||56286||54630||32002||108276||94065|||,0.1030731201171875
32001,RFS,|43268||63884||47165||54629||41290||54630||56286||32002||43269||94065|||,0.11308050155639648
32201,BFS,|56660||85250||91730||69680||39515||71791||73801||72874||63178||67221|||,0.20214390754699707
32201,DFS,|91730||39515||73801||63178||72874||109971||72266||53937||78122||79695|||,0.10507726669311523
32201,RFS,|85250||69680||39515||105560||72874||72266||53937||67221||78604||130922|||,0.16611838340759277
32601,BFS,|74896||94446||107940||121868||109043||111826||114016||103304||109042||116141|||,0.003000974655151367
32601,DFS,|74896||94446||107940||121868||109043||114016||111826||103304||116141||109042|||,0.003002166748046875
32601,RFS,|74896||94446||107940||121868||109043||111826||114016||103304||109042||116141|||,0.004007577896118164
32801,BFS,|46834||32803||46787||64557||64558||64559||64560||59008||67039||58320|||,0.0009996891021728516
32801,DFS,|46834||32803||64557||46787||64558||64560||64559||109846||65035||58320|||,0.0
32801,RFS,|46834||32803||46787||64557||64558||64559||64560||59008||109846||67039|||,0.0
33601,BFS,|83724||64118||36808||85431||77271||111044||36806||40640||77420||75753|||,0.12008452415466309
33601,DFS,|83724||64118||36808||85431||111044||40640||75753||106464||77420||58377|||,0.12508749961853027
33601,RFS,|83724||64118||36808||85431||77271||111044||77420||40640||36806||75753|||,0.14810633659362793
34001,BFS,|111371||34002||43876||34796||34003||70228||111370||69351||110965||34797|||,0.004001617431640625
34001,DFS,|111371||43876||34002||70228||34003||111370||34796||69351||110965||60845|||,0.0030014514923095703
34001,RFS,|111371||34002||43876||34003||34796||70228||111370||69351||110965||60845|||,0.0030028820037841797
34201,BFS,|101318||101321||101317||54047||63725||66067||140852||140853||63723||63724|||,0.0020062923431396484
34201,DFS,|101318||101321||101317||54047||63725||66067||140853||140852||98026||115053|||,0.0019979476928710938
34201,RFS,|101318||101321||101317||54047||63725||66067||140852||140853||63724||63723|||,0.004024505615234375
34601,BFS,|129278||102677||97525||94898||99801||44301||50451||52312||52313||94085|||,0.011004447937011719
34601,DFS,|129278||102677||97525||94898||99801||44301||50451||52312||52313||94085|||,0.01101064682006836
34601,RFS,|129278||102677||97525||94898||99801||50451||44301||94085||52312||52313|||,0.009011507034301758
35401,BFS,|67584||35402||58500||59329||101420||93953||56564||35405||35403||35404|||,0.0
35401,DFS,|67584||35402||101420||58500||59329||93953||35404||51960||111057||101424|||,0.0
35401,RFS,|67584||35402||58500||59329||101420||93953||35405||76822||35403||35404|||,0.0009984970092773438
35801,BFS,|105351||91526||67829||67830||80158||107658||132461||116509||87042||135914|||,0.008001089096069336
35801,DFS,|105351||91526||67829||132461||107658||116509||80158||133608||135914||87042|||,0.008027315139770508
35801,RFS,|105351||91526||67829||132461||67830||107658||116509||80158||87042||135914|||,0.008009195327758789
36001,BFS,|67787||89034||93739||71478||54582||134650||55038||52683||101011||75725|||,0.027016401290893555
36001,DFS,|67787||89034||93739||54582||134650||71478||101011||52683||75725||116207|||,0.027017831802368164
36001,RFS,|67787||89034||93739||54582||71478||134650||52683||75725||116207||55038|||,0.030022621154785156
36201,BFS,|61455||84010||96130||139572||75766||108935||108936||75765||141305||108937|||,0.0
36201,DFS,|61455||84010||96130||139572||108935||75766||108936||141305||75765||108937|||,0.0009999275207519531
36201,RFS,|61455||84010||96130||139572||75766||108936||108935||141305||139573||75765|||,0.0010001659393310547
36401,BFS,|85149||111724||94563||110102||85145||98284||94811||102368||136950||85148|||,0.0050084590911865234
36401,DFS,|85149||111724||94563||110102||98284||94811||85145||102368||136950||116986|||,0.008007049560546875
36401,RFS,|85149||111724||94563||110102||98284||102368||85145||136950||94811||85148|||,0.0070037841796875
36601,BFS,|36603||55156||34283||38045||44541||36600||36854||36602||36604||36855|||,0.0010008811950683594
36601,DFS,|36603||55156||38045||44541||34283||36600||36854||85542||55155||69253|||,0.0
36601,RFS,|36603||55156||38045||34283||44541||36854||36600||36855||69253||36602|||,0.0
36801,BFS,|36802||33233||29234||41354||49666||47066||33234||82170||47067||49665|||,0.0
36801,DFS,|36802||33233||29234||49666||41354||47066||49665||47067||82170||33234|||,0.0009970664978027344
36801,RFS,|36802||33233||29234||41354||49666||47066||47067||82170||33234||49665|||,0.001001119613647461
37001,BFS,|41789||88665||73421||125211||67932||55889||123022||88602||66466||91246|||,0.002001523971557617
37001,DFS,|41789||88665||73421||125211||67932||55889||88602||123022||137891||89663|||,0.0020012855529785156
37001,RFS,|41789||88665||73421||125211||67932||55889||88602||123022||66466||89663|||,0.0020012855529785156
37201,BFS,|83265||133340||58895||104653||58280||48371||80585||75533||106297||89232|||,0.005004167556762695
37201,DFS,|83265||133340||58895||104653||58280||48371||101184||80585||89232||98526|||,0.007004976272583008
37201,RFS,|83265||133340||58895||104653||58280||48371||80585||101184||89232||106297|||,0.006006717681884766
37401,BFS,|80341||44475||68262||44471||50053||50052||133929||82197||50055||63325|||,0.1410975456237793
37401,DFS,|80341||44475||68262||44471||50053||133929||82197||50055||68261||94191|||,0.11207866668701172
37401,RFS,|80341||44475||68262||44471||50053||50052||82197||133929||63325||50055|||,0.1240842342376709
37601,BFS,|77476||58165||50846||62026||99605||50848||64982||95943||134900||37602|||,0.000997304916381836
37601,DFS,|77476||58165||62026||50846||99605||134900||95943||64982||50848||134761|||,0.0010004043579101562
37601,RFS,|77476||58165||50846||62026||99605||64982||50848||95943||134900||37602|||,0.002001523971557617
37801,BFS,|60009||64469||60010||64471||93570||93571||64470||98641||126971||82379|||,0.0
37801,DFS,|60009||64469||60010||93571||93570||64471||129819||90248||126971||98641|||,0.0
37801,RFS,|60009||64469||60010||93571||93570||64471||129819||98641||64470||90248|||,0.0
38001,BFS,|68891||118871||96136||98227||100534||69864||120369||130848||103445||115357|||,0.021015405654907227
38001,DFS,|68891||118871||96136||98227||100534||69864||115357||103445||130848||120369|||,0.023015975952148438
38001,RFS,|68891||118871||96136||98227||100534||69864||120369||103445||130848||115357|||,0.021016359329223633
38201,BFS,|61197||65161||71368||52136||68918||61595||74961||119096||38202||50311|||,0.056044578552246094
38201,DFS,|61197||65161||71368||52136||68918||61595||74961||119096||38202||50487|||,0.057039737701416016
38201,RFS,|61197||65161||71368||52136||68918||61595||74961||119096||50311||38202|||,0.08305859565734863
38401,BFS,|77719||57877||108985||53614||77581||77583||116287||89273||77717||93909|||,0.016013145446777344
38401,DFS,|77719||57877||108985||53614||77717||116287||103156||77583||138587||77581|||,0.012007951736450195
38401,RFS,|77719||57877||108985||53614||77583||89273||93909||77581||138587||77717|||,0.01801300048828125
38601,BFS,|66237||66236||86206||134211||95696||149373||60300||89538||89539||101154|||,0.001003265380859375
38601,DFS,|66237||86206||95696||149373||66236||134211||60300||102371||102810||130799|||,0.0009970664978027344
38601,RFS,|66237||66236||134211||86206||95696||149373||60300||89539||89538||102371|||,0.0010006427764892578
38801,BFS,|43178||102594||46941||67493||46943||74593||46942||69417||80256||84651|||,0.0
38801,DFS,|43178||102594||46941||67493||74593||46943||84652||84651||80256||111230|||,0.0010020732879638672
38801,RFS,|43178||102594||46941||67493||46943||74593||84651||84652||46942||80256|||,0.0009999275207519531
39001,BFS,|56024||56025||84241||84320||84344||81050||97281||105699||98860||48402|||,0.18313360214233398
39001,DFS,|56024||56025||84241||84320||84344||81050||98860||105699||97665||48402|||,0.1150808334350586
39001,RFS,|56024||56025||84241||84320||84344||81050||97281||105699||98860||97665|||,0.14610815048217773
39201,BFS,|60313||82204||40089||40090||56834||56835||66694||66695||74098||66696|||,0.0010001659393310547
39201,DFS,|60313||82204||40090||40089||56834||74098||66695||66694||56835||146249|||,0.0020020008087158203
39201,RFS,|60313||82204||40089||40090||56834||66695||66694||74098||56835||66696|||,0.0010006427764892578
39601,BFS,|66514||66515||66516||118897||66517||74072||83891||48239||107187||83890|||,0.001001119613647461
39601,DFS,|66514||118897||66516||66515||107187||48239||74072||66517||83891||118934|||,0.0010013580322265625
39601,RFS,|66514||66515||118897||66516||74072||48239||107187||66517||83891||118896|||,0.0010006427764892578
39801,BFS,|94294||39802||63096||91487||94293||39803||91489||93234||145282||134921|||,0.0010001659393310547
39801,DFS,|94294||39802||63096||91487||94293||39803||91489||93234||145282||134921|||,0.0009999275207519531
39801,RFS,|94294||39802||63096||91487||94293||39803||91489||93234||145282||134921|||,0.0020236968994140625
40001,BFS,|44406||73626||103865||50563||72294||72295||80566||50564||52668||126887|||,0.003993511199951172
40001,DFS,|44406||73626||103865||50563||72295||72294||80566||52669||72293||72072|||,0.003999233245849609
40001,RFS,|44406||73626||103865||50563||80566||72295||72294||52668||101462||126887|||,0.005007505416870117
40801,BFS,|80453||66971||102424||72553||95703||80457||97863||94056||99833||85999|||,0.06404924392700195
40801,DFS,|80453||66971||102424||72553||95703||97863||80457||94056||99833||85999|||,0.06304383277893066
40801,RFS,|80453||66971||102424||95703||72553||97863||80457||94056||99833||94896|||,0.08071780204772949
41001,BFS,|65649||108180||131352||146008||119112||136887||100173||145451||88135||92884|||,0.010010957717895508
41001,DFS,|65649||108180||131352||119112||136887||146008||145451||100173||63851||147908|||,0.012009382247924805
41001,RFS,|65649||108180||131352||146008||119112||136887||100173||145451||92884||88135|||,0.01800990104675293
41201,BFS,|56286||69194||41203||73691||69196||77581||77583||101975||135366||89273|||,0.009001731872558594
41201,DFS,|56286||69194||41203||73691||135366||101975||77583||138587||77581||89273|||,0.008005380630493164
41201,RFS,|56286||69194||41203||73691||69196||77581||77583||135366||101975||138587|||,0.01200556755065918
41401,BFS,|89192||89193||70620||103297||70619||89194||140878||89210||123797||73715|||,0.0
41401,DFS,|89193||89192||103297||70620||70619||140878||89210||89194||123797||73715|||,0.0010001659393310547
41401,RFS,|89193||89192||70620||103297||70619||89194||140878||89210||123797||73715|||,0.0010008811950683594
41801,BFS,|133293||61481||67728||128236||67729||128238||143047||144060||61480||67727|||,0.0009980201721191406
41801,DFS,|133293||67728||61481||128236||67729||128238||143047||144060||141360||126969|||,0.001001596450805664
41801,RFS,|133293||67728||128236||61481||67729||143047||128238||144060||67727||141360|||,0.0010035037994384766
42201,BFS,|56749||62981||90711||48197||83438||55596||79997||55597||59566||93404|||,0.025020599365234375
42201,DFS,|56749||62981||90711||48197||83438||55596||79997||55597||93404||117843|||,0.026015520095825195
42201,RFS,|56749||62981||90711||48197||83438||55596||79997||55597||93404||59566|||,0.02401256561279297
42401,BFS,|61983||61985||60778||58517||61982||60776||75912||61984||60775||60777|||,0.0010018348693847656
42401,DFS,|61983||61985||60778||58517||61982||60776||61984||75912||115768||64066|||,0.0009999275207519531
42401,RFS,|61983||61985||60778||58517||61982||60776||61984||75912||65555||64066|||,0.0
42601,BFS,|89632||101816||86081||107294||86080||87754||88509||119989||89634||136150|||,0.00600743293762207
42601,DFS,|89632||86081||107294||101816||87754||86080||136150||119989||89634||88509|||,0.007004499435424805
42601,RFS,|89632||101816||86081||107294||86080||87754||89634||88509||119989||136150|||,0.007008790969848633
43001,BFS,|64174||50278||76061||103623||99282||102384||70549||93761||83064||75937|||,0.06203937530517578
43001,DFS,|64174||76061||50278||103623||99282||102384||70549||93761||83064||75937|||,0.056040048599243164
43001,RFS,|64174||50278||76061||103623||99282||102384||70549||93761||75937||83064|||,0.051036834716796875
43201,BFS,|124290||140287||83116||104471||58882||89167||89170||128418||50257||60553|||,0.0010008811950683594
43201,DFS,|140287||124290||104471||83116||89170||128418||89167||58882||121810||60553|||,0.0010006427764892578
43201,RFS,|124290||140287||83116||104471||89167||89170||58882||128418||60553||121810|||,0.001004934310913086
43401,BFS,|43402||43403||60880||43404||79381||78910||56618||87711||100446||78911|||,0.0009961128234863281
43401,DFS,|43402||43403||60880||79381||43404||100446||87711||56618||78910||90566|||,0.000985860824584961
43401,RFS,|43402||43403||60880||79381||43404||87711||100446||56618||78910||51348|||,0.002000570297241211
43601,BFS,|80694||68127||110286||110287||68126||126660||105654||110289||72377||124948|||,0.002004384994506836
43601,DFS,|80694||68127||110287||110286||105654||110289||68126||126660||72377||122578|||,0.001998424530029297
43601,RFS,|80694||68127||110287||110286||68126||126660||105654||110289||72377||124948|||,0.002000093460083008
44401,BFS,|44402||61716||82433||58831||89966||69087||88933||114393||123845||104051|||,0.00700831413269043
44401,DFS,|44402||61716||82433||58831||89966||88933||114393||69087||123845||113790|||,0.005999565124511719
44401,RFS,|44402||61716||82433||58831||89966||88933||69087||114393||104051||123845|||,0.009008169174194336
44801,BFS,|62609||74668||74669||74670||62612||88388||62611||101164||62996||129010|||,0.0
44801,DFS,|62609||74668||74670||74669||88388||62612||101164||62611||62996||129010|||,0.0009968280792236328
44801,RFS,|62609||74668||74670||74669||62612||88388||62611||101164||62996||129010|||,0.0010004043579101562
45201,BFS,|79321||90298||136150||46771||56262||57167||115930||90295||94290||122777|||,0.004002809524536133
45201,DFS,|79321||90298||136150||56262||90295||46771||57167||115930||128768||94290|||,0.0030014514923095703
45201,RFS,|79321||90298||136150||56262||46771||90295||115930||57167||122777||94290|||,0.006008148193359375
45401,BFS,|63884||47165||56286||63010||84968||82212||107676||82736||92061||82738|||,0.012005090713500977
45401,DFS,|63884||47165||56286||63010||84968||82212||107676||82736||92061||82738|||,0.013013601303100586
45401,RFS,|63884||47165||56286||63010||82212||107676||84968||82736||92061||82738|||,0.01600790023803711
46001,BFS,|50294||54727||56699||115737||88753||97256||142444||55068||62972||140036|||,0.0
46001,DFS,|50294||56699||54727||88753||97256||142444||115737||62972||140037||140036|||,0.0010006427764892578
46001,RFS,|50294||56699||54727||115737||88753||97256||142444||55068||62972||140036|||,0.0
46401,BFS,|55244||46465||45995||57928||87683||60812||122573||68946||130058||46402|||,0.011008977890014648
46401,DFS,|55244||46465||45995||57928||87683||60812||68946||122573||130058||46402|||,0.014008760452270508
46401,RFS,|55244||45995||46465||87683||57928||122573||60812||68946||130058||46402|||,0.014009475708007812
46601,BFS,|46602||61462||71313||110680||64112||91166||52067||52068||94411||98004|||,0.0010042190551757812
46601,DFS,|46602||61462||71313||110680||64112||91166||86608||71314||107826||124955|||,0.002001047134399414
46601,RFS,|46602||61462||71313||110680||91166||64112||52067||52068||64113||72594|||,0.0009968280792236328
46801,BFS,|46802||46803||73107||84413||47406||75926||47407||73108||67550||47405|||,0.0010051727294921875
46801,DFS,|46802||46803||84413||73107||67550||73108||47407||75926||47406||72794|||,0.0
46801,RFS,|46802||46803||84413||73107||47406||73108||75926||67550||47407||47405|||,0.0
47201,BFS,|90966||90964||85901||90965||126731||76411||85899||79680||83422||98637|||,0.007001638412475586
47201,DFS,|90966||90964||85901||90965||126731||76411||85899||83422||98637||79680|||,0.005004167556762695
47201,RFS,|90966||90964||85901||90965||126731||76411||85899||79680||83422||98637|||,0.011003732681274414
47601,BFS,|56015||92093||84656||76622||99754||121117||125595||124337||99752||99753|||,0.0
47601,DFS,|56015||92093||84656||76622||125595||124337||99753||99752||121117||99754|||,0.0
47601,RFS,|56015||92093||84656||76622||121117||99754||125595||124337||99752||99753|||,0.0
48201,BFS,|97561||97563||48203||84660||97562||98045||48202||101566||126435||154230|||,0.0009968280792236328
48201,DFS,|97563||97561||84660||98045||97562||48203||126435||101566||48202||154230|||,0.0
48201,RFS,|97561||97563||48203||84660||97562||98045||48202||101566||126435||154230|||,0.0
48401,BFS,|56024||56025||84241||84320||84344||81050||105699||98860||48402||93212|||,0.18513202667236328
48401,DFS,|56024||56025||84241||84320||84344||81050||98860||105699||97665||48402|||,0.10207152366638184
48401,RFS,|56024||56025||84241||84320||84344||81050||105699||98860||48402||109558|||,0.13409805297851562
49201,BFS,|74887||89214||121141||74888||104233||114541||121143||90219||80496||80497|||,0.0
49201,DFS,|74887||89214||121141||74888||104233||114541||121143||90219||119384||80497|||,0.0010001659393310547
49201,RFS,|74887||89214||121141||74888||104233||114541||121143||90219||80497||119384|||,0.0
49801,BFS,|49804||49803||49805||62920||77770||49802||86820||62921||68558||67577|||,0.001001119613647461
49801,DFS,|49804||49803||77770||62920||49805||86820||49802||68558||62921||117032|||,0.0
49801,RFS,|49804||49803||49805||62920||77770||49802||86820||62921||68558||67577|||,0.0010008811950683594
